f1_identifier,formula,f1-vdw_rad,efermi,formula2,f2_vdw_rad,efermi-2,f2_identifier,atoms,distance_d,Δn,prompt,completion
mp-1826,Ta3S2,1.8,5.67,Ca2Sn9O13,2.31,4.23,mvc-2063,480.0,4.11,-0.85,"An interface between Ta3S2 (Fermi level: 5.67 meV) and Ca2Sn9O13 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.11 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.1625
mp-752949,BiOF,1.52,5.67,VS2,2.05,4.23,mp-9561,255.0,3.57,-0.0476,"An interface between BiOF (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.57 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-3.0449
mp-773044,LiCuO2,1.82,5.67,NbS2,2.2,4.23,mp-1008860,415.0,4.02,-1.89,"An interface between LiCuO2 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.02 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.6366
mp-973396,KBeO3,2.75,5.67,TaS2,1.8,4.23,mp-1072086,336.0,4.55,1.23e+03,"An interface between KBeO3 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.55 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",7.1148
mp-758513,Na22In5O15,2.27,5.67,Te2Mo,2.1,4.23,mp-602,366.0,4.37,-8.03,"An interface between Na22In5O15 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.37 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.0832
mp-1023939,MoS2,2.1,5.67,LuTiO3,2.0,4.23,mp-754231,120.0,4.1,-5.96,"An interface between MoS2 (Fermi level: 5.67 meV) and LuTiO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.7851
mp-1076732,KCrO3,2.75,5.67,VS2,2.05,4.23,mvc-11241,68.0,4.8,-0.614,"An interface between KCrO3 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.4878
mp-555716,Tm2Ru2O7,1.52,5.67,Te2W,0,4.23,mp-1019322,46.0,1.52,-1.97,"An interface between Tm2Ru2O7 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 1.52 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.6780
mp-31367,LiClO2,1.82,5.67,MoSe2,2.1,4.23,mp-1018807,372.0,3.92,-2.14,"An interface between LiClO2 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.92 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.7608
mp-1076732,KCrO3,2.75,5.67,Hf3Te2,0,4.23,mp-28919,395.0,2.75,-4,"An interface between KCrO3 (Fermi level: 5.67 meV) and Hf3Te2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.75 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.3863
mp-7007,NbSe2,2.2,5.67,P2W2O11,1.8,4.23,mp-556620,267.0,4,-1.69,"An interface between NbSe2 (Fermi level: 5.67 meV) and P2W2O11 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.5247
mp-504651,CsVO3,2.05,5.67,ZrSe2,2.25,4.23,mp-2076,281.0,4.3,-1.86,"An interface between CsVO3 (Fermi level: 5.67 meV) and ZrSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.3 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.6206
mp-555390,TcO3F,1.52,5.67,NbS2,2.2,4.23,mp-774873,272.0,3.72,-4.6,"An interface between TcO3F (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.5261
mp-655446,VS2,2.05,5.67,Hg3(BO3)2,1.92,4.23,mp-4710,352.0,3.97,-0.414,"An interface between VS2 (Fermi level: 5.67 meV) and Hg3(BO3)2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.97 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.8819
mp-767737,Co9Cu3O16,2.0,5.67,Te2Mo,2.1,4.23,mp-7459,288.0,4.1,-2.39,"An interface between Co9Cu3O16 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.8713
mp-753016,V3O5F,2.05,5.67,Te2Mo,2.1,4.23,mp-7459,360.0,4.15,-2.42,"An interface between V3O5F (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.8838
mp-778419,Na14Cu2O9,2.27,5.67,TaSe2,1.9,4.23,mp-7926,73.0,4.17,-1.1,"An interface between Na14Cu2O9 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.17 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.0953
mp-3800,Yb3Al5O12,1.84,5.67,WSe2,1.9,4.23,mp-1821,286.0,3.74,-2.95,"An interface between Yb3Al5O12 (Fermi level: 5.67 meV) and WSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.74 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.0818
mp-562779,ErCoO3,2.0,5.67,VTe2,2.05,4.23,mp-1008626,405.0,4.05,-2.15,"An interface between ErCoO3 (Fermi level: 5.67 meV) and VTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.7655
mp-12646,EuNbO4,2.2,5.67,NbTe2,2.2,4.23,mp-11675,183.0,4.4,-3.37,"An interface between EuNbO4 (Fermi level: 5.67 meV) and NbTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.2149
mp-1217915,TaS2,1.8,5.67,Rb6Te2O9,3.03,4.23,mp-31039,246.0,4.83,-2.86,"An interface between TaS2 (Fermi level: 5.67 meV) and Rb6Te2O9 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.83 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.0508
mp-780636,Mn3O5F,2.05,5.67,VS2,2.05,4.23,mp-9561,372.0,4.1,-0.257,"An interface between Mn3O5F (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.3587
mp-30224,Si3(Cl4O)2,2.1,5.67,Te2Mo,2.1,4.23,mp-7459,476.0,4.2,-15,"An interface between Si3(Cl4O)2 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.7081
mp-1023939,MoS2,2.1,5.67,Ba3FeO5,2.0,4.23,mp-30093,468.0,4.1,-3.13,"An interface between MoS2 (Fermi level: 5.67 meV) and Ba3FeO5 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.1410
mvc-8996,CaSb3O7,2.31,5.67,ZrSe2,2.25,4.23,mp-2076,354.0,4.56,-3.16,"An interface between CaSb3O7 (Fermi level: 5.67 meV) and ZrSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.56 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.1506
mp-29892,LiSb3O8,1.82,5.67,Te2Pd3,1.63,4.23,mp-613,486.0,3.45,-1.46,"An interface between LiSb3O8 (Fermi level: 5.67 meV) and Te2Pd3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.45 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.3784
mp-976726,LiDyO2,1.82,5.67,NbSe2,2.2,4.23,mp-2207,134.0,4.02,-1.02,"An interface between LiDyO2 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.02 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.0198
mp-27556,CsNbO3,2.2,5.67,NbS2,2.2,4.23,mp-774873,470.0,4.4,-4.45,"An interface between CsNbO3 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.4929
mp-1178659,YbI2O,1.52,5.67,Zr3Te2,2.25,4.23,mp-1215393,360.0,3.77,-4.08,"An interface between YbI2O (Fermi level: 5.67 meV) and Zr3Te2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.77 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.4061
mp-1023938,Te2Mo,2.1,5.67,Tm2WO6,1.52,4.23,mp-773512,126.0,3.62,-0.316,"An interface between Te2Mo (Fermi level: 5.67 meV) and Tm2WO6 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.1520
mp-655446,VS2,2.05,5.67,YbI2O,1.52,4.23,mp-1178659,120.0,3.57,-3.51,"An interface between VS2 (Fermi level: 5.67 meV) and YbI2O (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.57 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.2556
mp-1023940,MoSe2,2.1,5.67,BaScO3,2.11,4.23,mp-1183289,464.0,4.21,-0.727,"An interface between MoSe2 (Fermi level: 5.67 meV) and BaScO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.21 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.3188
mp-540284,CuPO4,1.8,5.67,TaSe2,1.9,4.23,mp-567724,267.0,3.7,-1.69,"An interface between CuPO4 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.7 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.5247
mp-27615,U(PO3)4,1.8,5.67,MoS2,2.1,4.23,mp-558544,276.0,3.9,-4.69,"An interface between U(PO3)4 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.5454
mp-851115,Ti7(WO5)6,2.0,5.67,PtSe2,1.9,4.23,mp-1115,493.0,3.9,-0.323,"An interface between Ti7(WO5)6 (Fermi level: 5.67 meV) and PtSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.1301
mp-1181366,Fe3(PO6)2,2.0,5.67,VTe2,2.05,4.23,mp-11687,475.0,4.05,-6.04,"An interface between Fe3(PO6)2 (Fermi level: 5.67 meV) and VTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.7984
mp-622171,VSb2O5,2.05,5.67,Te2W,0,4.23,mp-1028586,328.0,2.05,-0.153,"An interface between VSb2O5 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.8773
mp-762268,Li3V2O6,2.05,5.67,TaSe2,1.9,4.23,mp-11324,244.0,3.95,-1.06,"An interface between Li3V2O6 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.0583
mp-754060,Li7BiO6,1.82,5.67,VS2,2.05,4.23,mp-655446,148.0,3.87,-1.33,"An interface between Li7BiO6 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.87 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.2852
mp-540284,CuPO4,1.8,5.67,VS2,2.05,4.23,mp-1178763,498.0,3.85,-0.394,"An interface between CuPO4 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.9314
mp-557351,Bi(BO2)3,1.92,5.67,Zr3S2,2.25,4.23,mp-1215419,210.0,4.17,-1.91,"An interface between Bi(BO2)3 (Fermi level: 5.67 meV) and Zr3S2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.17 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.6471
mp-850409,Fe2OF3,2.0,5.67,MoS2,2.1,4.23,mp-1434,396.0,4.1,-2.28,"An interface between Fe2OF3 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.8242
mp-551690,Rb4CO4,3.03,5.67,Te2W,0,4.23,mp-1019322,207.0,3.03,-3.14,"An interface between Rb4CO4 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.03 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.1442
mp-762,PtS2,1.8,5.67,LaMnO3,2.05,4.23,mp-17554,390.0,3.85,-5.37,"An interface between PtS2 (Fermi level: 5.67 meV) and LaMnO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.6808
mp-625871,Sr(H2O3)2,2.49,5.67,VS2,2.05,4.23,mp-1013525,474.0,4.54,-1.34,"An interface between Sr(H2O3)2 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.54 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.2927
mvc-5989,Sb3(AsO4)4,1.85,5.67,Zr3Te2,2.25,4.23,mp-1215393,489.0,4.1,-3.69,"An interface between Sb3(AsO4)4 (Fermi level: 5.67 meV) and Zr3Te2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.3056
mp-551830,SrTiO3,2.49,5.67,VS2,2.05,4.23,mp-9561,82.0,4.54,-0.801,"An interface between SrTiO3 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.54 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.2219
mp-559154,Ti4Bi2O11,2.0,5.67,MoS2,2.1,4.23,mp-1238797,264.0,4.1,-1.71,"An interface between Ti4Bi2O11 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.5365
mp-568347,NbSe2,2.2,5.67,Fe5(O4F)2,2.0,4.23,mp-756011,372.0,4.2,-0.588,"An interface between NbSe2 (Fermi level: 5.67 meV) and Fe5(O4F)2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.5310
mp-546226,Ca2CuO3,2.31,5.67,HfS2,1.8,4.23,mp-985829,276.0,4.11,-1.31,"An interface between Ca2CuO3 (Fermi level: 5.67 meV) and HfS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.11 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.2700
mp-554758,SiP2O7,2.1,5.67,Te2W,0,4.23,mp-22693,384.0,2.1,-2.39,"An interface between SiP2O7 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.8713
mp-850340,Fe4O3F5,2.0,5.67,Te2Pt,0,4.23,mp-399,489.0,2,-4.64,"An interface between Fe4O3F5 (Fermi level: 5.67 meV) and Te2Pt (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.5347
mp-18881,KCr4O8,2.75,5.67,NbS2,2.2,4.23,mp-632475,497.0,4.95,-1.37,"An interface between KCr4O8 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.3148
mp-773513,Er2(WO4)3,1.52,5.67,PtSe2,1.9,4.23,mp-1115,448.0,3.42,3.11e+03,"An interface between Er2(WO4)3 (Fermi level: 5.67 meV) and PtSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.42 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",8.0424
mp-1023924,MoS2,2.1,5.67,Na(OsO3)2,2.27,4.23,mp-555792,405.0,4.37,-4.42,"An interface between MoS2 (Fermi level: 5.67 meV) and Na(OsO3)2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.37 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.4861
mp-850883,Fe4O5F3,2.0,5.67,TaS2,1.8,4.23,mp-1984,240.0,3.8,-2.83,"An interface between Fe4O5F3 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.0403
mp-7926,TaSe2,1.9,5.67,AlBiO3,1.84,4.23,mp-551918,388.0,3.74,-2.27,"An interface between TaSe2 (Fermi level: 5.67 meV) and AlBiO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.74 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.8198
mp-644497,BaTiO3,2.0,5.67,HfS2,1.8,4.23,mp-985829,495.0,3.8,-1.49,"An interface between BaTiO3 (Fermi level: 5.67 meV) and HfS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.3988
mp-780216,Li5Fe3O8,2.0,5.67,ZrS2,2.25,4.23,mp-1186,392.0,4.25,-0.129,"An interface between Li5Fe3O8 (Fermi level: 5.67 meV) and ZrS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-2.0479
mp-757094,La2HfO5,1.52,5.67,VS2,2.05,4.23,mp-1013525,232.0,3.57,-0.0149,"An interface between La2HfO5 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.57 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-4.2064
mp-1821,WSe2,1.9,5.67,La2Si2O7,2.1,4.23,mp-5974,472.0,4,-1.3,"An interface between WSe2 (Fermi level: 5.67 meV) and La2Si2O7 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.2624
mp-11773,Nd3GaO6,1.87,5.67,NbTe2,2.2,4.23,mp-11675,76.0,4.07,-6.02,"An interface between Nd3GaO6 (Fermi level: 5.67 meV) and NbTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.07 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.7951
mp-625171,H7ClO3,1.75,5.67,NbS2,2.2,4.23,mp-1008860,415.0,3.95,-5.81,"An interface between H7ClO3 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.7596
mp-7339,BaSiO3,2.1,5.67,MoS2,2.1,4.23,mp-558544,354.0,4.2,-2.9,"An interface between BaSiO3 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.0647
mp-1182310,Ca(SO5)2,2.31,5.67,NbS2,2.2,4.23,mp-774873,126.0,4.51,-3.9,"An interface between Ca(SO5)2 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.51 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.3610
mp-758672,Li15Mn2O12,2.05,5.67,PtSe2,1.9,4.23,mp-1115,371.0,3.95,1.57e+03,"An interface between Li15Mn2O12 (Fermi level: 5.67 meV) and PtSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",7.3588
mp-559203,CdSeO3,1.9,5.67,NbS2,2.2,4.23,mp-1072712,88.0,4.1,-1.67,"An interface between CdSeO3 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.5128
mvc-327,CaTi4O6,2.31,5.67,NbS2,2.2,4.23,mp-966,313.0,4.51,-2.3,"An interface between CaTi4O6 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.51 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.8329
mp-1984,TaS2,1.8,5.67,CaSiO3,2.31,4.23,mp-5096,206.0,4.11,-1.78,"An interface between TaS2 (Fermi level: 5.67 meV) and CaSiO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.11 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.5766
mp-28484,TlMo6O17,2.1,5.67,NbS2,2.2,4.23,mp-1874,291.0,4.3,-3.1,"An interface between TlMo6O17 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.3 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.1314
mp-18881,KCr4O8,2.75,5.67,ZrTe2,2.25,4.23,mp-1018107,369.0,5,-0.903,"An interface between KCr4O8 (Fermi level: 5.67 meV) and ZrTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 5 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.1020
mp-1025571,WS2,1.8,5.67,NaUO3,2.27,4.23,mp-5788,318.0,4.07,-3.79,"An interface between WS2 (Fermi level: 5.67 meV) and NaUO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.07 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.3324
mp-1183287,BaAuO3,1.52,5.67,NbTe2,2.2,4.23,mp-1018150,315.0,3.72,-1.36,"An interface between BaAuO3 (Fermi level: 5.67 meV) and NbTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.3075
mp-752415,NbO2F,2.2,5.67,NbSe2,2.2,4.23,mp-1102559,376.0,4.4,-4.35,"An interface between NbO2F (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.4702
mp-756988,Nb5OF14,2.2,5.67,VS2,2.05,4.23,mp-1013525,444.0,4.25,-1.86,"An interface between Nb5OF14 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.6206
mp-622171,VSb2O5,2.05,5.67,MoS2,2.1,4.23,mp-2815,456.0,4.15,-0.0547,"An interface between VSb2O5 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-2.9059
mp-662702,NaIO4,2.27,5.67,WS2,1.8,4.23,mvc-7053,420.0,4.07,-2.08,"An interface between NaIO4 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.07 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.7324
mp-997042,TlCuO2,1.52,5.67,VS2,2.05,4.23,mp-557523,200.0,3.57,-1.45,"An interface between TlCuO2 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.57 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.3716
mp-5966,Cd2SnO4,1.52,5.67,TiS2,2.0,4.23,mvc-7054,300.0,3.52,-2.92,"An interface between Cd2SnO4 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.52 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.0716
