prompt;completion
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 850 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 7.7 mL/min, O2: 1.3 mL/min), leading to a contact time of 0.5 s.;3.93
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 850 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 10.3 mL/min, O2: 1.7 mL/min), leading to a contact time of 0.38 s.;4.65
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 850 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.0 mL/min, O2: 1.0 mL/min), leading to a contact time of 0.75 s.;3.28
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 850 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.0 mL/min, O2: 1.5 mL/min), leading to a contact time of 0.5 s.;4.03
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 850 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 4.0 mL/min, O2: 2.0 mL/min), leading to a contact time of 0.38 s.;4.62
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 850 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.3 mL/min, O2: 0.8 mL/min), leading to a contact time of 0.75 s.;3.18
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 850 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.4 mL/min, O2: 1.1 mL/min), leading to a contact time of 0.5 s.;3.55
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 850 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 4.5 mL/min, O2: 1.5 mL/min), leading to a contact time of 0.38 s.;4.67
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 850 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.4 mL/min, O2: 0.6 mL/min), leading to a contact time of 0.75 s.;3.09
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 850 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.6 mL/min, O2: 0.9 mL/min), leading to a contact time of 0.5 s.;3.48
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 850 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 4.8 mL/min, O2: 1.2 mL/min), leading to a contact time of 0.38 s.;4.21
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 850 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.6 mL/min, O2: 0.4 mL/min), leading to a contact time of 0.75 s.;2.61
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 850 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.9 mL/min, O2: 0.6 mL/min), leading to a contact time of 0.5 s.;2.83
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 850 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 5.1 mL/min, O2: 0.9 mL/min), leading to a contact time of 0.38 s.;3.41
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 5.7 mL/min, O2: 2.8 mL/min), leading to a contact time of 0.75 s.;6.37
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 8.5 mL/min, O2: 4.3 mL/min), leading to a contact time of 0.5 s.;6.76
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 11.3 mL/min, O2: 5.7 mL/min), leading to a contact time of 0.38 s.;7.29
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 6.4 mL/min, O2: 2.1 mL/min), leading to a contact time of 0.75 s.;6.12
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 9.6 mL/min, O2: 3.2 mL/min), leading to a contact time of 0.5 s.;6.86
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 12.8 mL/min, O2: 4.3 mL/min), leading to a contact time of 0.38 s.;7.38
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 6.8 mL/min, O2: 1.7 mL/min), leading to a contact time of 0.75 s.;5.51
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 10.2 mL/min, O2: 2.6 mL/min), leading to a contact time of 0.5 s.;6.16
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 13.6 mL/min, O2: 3.4 mL/min), leading to a contact time of 0.38 s.;6.69
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 7.3 mL/min, O2: 1.2 mL/min), leading to a contact time of 0.75 s.;3.78
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 10.9 mL/min, O2: 1.8 mL/min), leading to a contact time of 0.5 s.;5.05
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 14.6 mL/min, O2: 2.4 mL/min), leading to a contact time of 0.38 s.;5.42
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 4.0 mL/min, O2: 2.0 mL/min), leading to a contact time of 0.75 s.;5.15
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 6.0 mL/min, O2: 3.0 mL/min), leading to a contact time of 0.5 s.;5.74
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 8.0 mL/min, O2: 4.0 mL/min), leading to a contact time of 0.38 s.;6.26
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 4.5 mL/min, O2: 1.5 mL/min), leading to a contact time of 0.75 s.;4.78
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 6.8 mL/min, O2: 2.3 mL/min), leading to a contact time of 0.5 s.;5.7
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 9.0 mL/min, O2: 3.0 mL/min), leading to a contact time of 0.38 s.;6.34
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 4.8 mL/min, O2: 1.2 mL/min), leading to a contact time of 0.75 s.;4.53
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 7.2 mL/min, O2: 1.8 mL/min), leading to a contact time of 0.5 s.;5.23
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 9.6 mL/min, O2: 2.4 mL/min), leading to a contact time of 0.38 s.;6.04
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 5.1 mL/min, O2: 0.9 mL/min), leading to a contact time of 0.75 s.;3.74
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 7.7 mL/min, O2: 1.3 mL/min), leading to a contact time of 0.5 s.;3.78
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 10.3 mL/min, O2: 1.7 mL/min), leading to a contact time of 0.38 s.;4.13
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.0 mL/min, O2: 1.0 mL/min), leading to a contact time of 0.75 s.;4.02
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.0 mL/min, O2: 1.5 mL/min), leading to a contact time of 0.5 s.;4.58
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 4.0 mL/min, O2: 2.0 mL/min), leading to a contact time of 0.38 s.;5.15
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.3 mL/min, O2: 0.8 mL/min), leading to a contact time of 0.75 s.;3.58
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.4 mL/min, O2: 1.1 mL/min), leading to a contact time of 0.5 s.;4.76
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 4.5 mL/min, O2: 1.5 mL/min), leading to a contact time of 0.38 s.;5.5
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.4 mL/min, O2: 0.6 mL/min), leading to a contact time of 0.75 s.;3.87
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.6 mL/min, O2: 0.9 mL/min), leading to a contact time of 0.5 s.;4.39
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 4.8 mL/min, O2: 1.2 mL/min), leading to a contact time of 0.38 s.;4.9
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.6 mL/min, O2: 0.4 mL/min), leading to a contact time of 0.75 s.;3.48
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.9 mL/min, O2: 0.6 mL/min), leading to a contact time of 0.5 s.;3.02
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 5.1 mL/min, O2: 0.9 mL/min), leading to a contact time of 0.38 s.;3.11
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 5.7 mL/min, O2: 2.8 mL/min), leading to a contact time of 0.75 s.;6.27
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 8.5 mL/min, O2: 4.3 mL/min), leading to a contact time of 0.5 s.;7.01
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 11.3 mL/min, O2: 5.7 mL/min), leading to a contact time of 0.38 s.;7.4
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 6.4 mL/min, O2: 2.1 mL/min), leading to a contact time of 0.75 s.;5.74
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 9.6 mL/min, O2: 3.2 mL/min), leading to a contact time of 0.5 s.;6.77
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 12.8 mL/min, O2: 4.3 mL/min), leading to a contact time of 0.38 s.;7.12
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 6.8 mL/min, O2: 1.7 mL/min), leading to a contact time of 0.75 s.;5.39
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 10.2 mL/min, O2: 2.6 mL/min), leading to a contact time of 0.5 s.;6.22
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 13.6 mL/min, O2: 3.4 mL/min), leading to a contact time of 0.38 s.;6.84
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 7.3 mL/min, O2: 1.2 mL/min), leading to a contact time of 0.75 s.;4.06
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 10.9 mL/min, O2: 1.8 mL/min), leading to a contact time of 0.5 s.;4.2
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 14.6 mL/min, O2: 2.4 mL/min), leading to a contact time of 0.38 s.;4.54
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 4.0 mL/min, O2: 2.0 mL/min), leading to a contact time of 0.75 s.;5.46
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 6.0 mL/min, O2: 3.0 mL/min), leading to a contact time of 0.5 s.;6.12
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 8.0 mL/min, O2: 4.0 mL/min), leading to a contact time of 0.38 s.;6.64
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 4.5 mL/min, O2: 1.5 mL/min), leading to a contact time of 0.75 s.;5.61
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 6.8 mL/min, O2: 2.3 mL/min), leading to a contact time of 0.5 s.;5.98
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 9.0 mL/min, O2: 3.0 mL/min), leading to a contact time of 0.38 s.;6.38
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 4.8 mL/min, O2: 1.2 mL/min), leading to a contact time of 0.75 s.;4.49
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 7.2 mL/min, O2: 1.8 mL/min), leading to a contact time of 0.5 s.;4.89
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 9.6 mL/min, O2: 2.4 mL/min), leading to a contact time of 0.38 s.;5.5
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 5.1 mL/min, O2: 0.9 mL/min), leading to a contact time of 0.75 s.;3.84
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 7.7 mL/min, O2: 1.3 mL/min), leading to a contact time of 0.5 s.;4.34
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 10.3 mL/min, O2: 1.7 mL/min), leading to a contact time of 0.38 s.;4.26
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.0 mL/min, O2: 1.0 mL/min), leading to a contact time of 0.75 s.;6.35
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.0 mL/min, O2: 1.5 mL/min), leading to a contact time of 0.5 s.;6.77
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 4.0 mL/min, O2: 2.0 mL/min), leading to a contact time of 0.38 s.;7.28
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.3 mL/min, O2: 0.8 mL/min), leading to a contact time of 0.75 s.;4.89
To synthesize MgO, MgO (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of n.a. (0%), n.a. (0%), n.a. (0%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.4 mL/min, O2: 1.1 mL/min), leading to a contact time of 0.5 s.;4.59
