f1_identifier,formula,f1-vdw_rad,efermi,formula2,f2_vdw_rad,efermi-2,f2_identifier,atoms,distance_d,Δn,prompt,abs_Δn,log(|Δn|),completion
mp-1020591,Rb8NO3,3.03,5.67,MoSe2,2.1,4.23,mp-1634,84.0,5.13,-1.74,"An interface between Rb8NO3 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 5.13 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.74,0.5538851132264376,0.5539
mp-559154,Ti4Bi2O11,2.0,5.67,ReSe2,1.9,4.23,mp-1102379,396.0,3.9,-0.795,"An interface between Ti4Bi2O11 (Fermi level: 5.67 meV) and ReSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.795,-0.2294131643278051,-0.2294
mp-3349,Sr3Ti2O7,2.49,5.67,MoS2,2.1,4.23,mp-1025874,432.0,4.59,-2.62,"An interface between Sr3Ti2O7 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.59 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.62,0.9631743177730056,0.9632
mp-1027692,MoSe2,2.1,5.67,Ca4Bi2O,2.31,4.23,mp-551873,292.0,4.41,-3.33,"An interface between MoSe2 (Fermi level: 5.67 meV) and Ca4Bi2O (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.41 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.33,1.2029723039923526,1.203
mp-625175,H3ClO5,1.75,5.67,VS2,2.05,4.23,mp-1178763,414.0,3.8,-1.91,"An interface between H3ClO5 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.91,0.6471032420585384,0.6471
mp-1186,ZrS2,2.25,5.67,Hf2N2O,1.55,4.23,mp-780274,345.0,3.8,-5.1,"An interface between ZrS2 (Fermi level: 5.67 meV) and Hf2N2O (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",5.1,1.62924053973028,1.629
mvc-159,V4ZnO8,2.05,5.67,Te2W,0.0,4.23,mp-22693,426.0,2.05,-1.65,"An interface between V4ZnO8 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.65,0.5007752879124892,0.5008
mp-975274,RbNaO3,3.03,5.67,TiS2,2.0,4.23,mp-1077021,466.0,5.03,-2.08,"An interface between RbNaO3 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 5.03 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.08,0.7323678937132266,0.7324
mvc-2430,ZnSnO2,1.52,5.67,WSe2,1.9,4.23,mp-1821,68.0,3.42,-0.357,"An interface between ZnSnO2 (Fermi level: 5.67 meV) and WSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.42 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.357,-1.030019497202498,-1.03
mp-5586,NaErO2,2.27,5.67,ReSe2,1.9,4.23,mp-1102379,472.0,4.17,-3.41,"An interface between NaErO2 (Fermi level: 5.67 meV) and ReSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.17 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.41,1.2267122912954254,1.227
mp-766131,P4WO13,1.8,5.67,VS2,2.05,4.23,mp-557523,450.0,3.85,-0.256,"An interface between P4WO13 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.256,-1.3625778345025743,-1.363
mp-22730,Na2MoO4,2.27,5.67,TiS2,2.0,4.23,mp-2156,217.0,4.27,-4.4,"An interface between Na2MoO4 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.27 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.4,1.4816045409242156,1.482
mp-1023933,WSe2,1.9,5.67,PrClO,1.75,4.23,mp-27984,426.0,3.65,-0.979,"An interface between WSe2 (Fermi level: 5.67 meV) and PrClO (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.65 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.979,-0.0212236364516266,-0.02122
mp-562442,Cs2SeO4,1.9,5.67,ZrTe2,2.25,4.23,mp-1018107,243.0,4.15,-5.22,"An interface between Cs2SeO4 (Fermi level: 5.67 meV) and ZrTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",5.22,1.6524974018945473,1.652
mp-997106,AgRhO2,1.72,5.67,TiS2,2.0,4.23,mp-1008682,468.0,3.72,-2.48,"An interface between AgRhO2 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.48,0.9082585601768908,0.9083
mp-976726,LiDyO2,1.82,5.67,NbTe2,2.2,4.23,mp-11675,396.0,4.02,-3.76,"An interface between LiDyO2 (Fermi level: 5.67 meV) and NbTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.02 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.76,1.324418957401803,1.324
mp-555344,Hf2P2O9,1.8,5.67,VS2,2.05,4.23,mp-1178763,322.0,3.85,-0.944,"An interface between Hf2P2O9 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.944,-0.0576291128366364,-0.05763
mp-9631,AlAgO2,1.84,5.67,TiS2,2.0,4.23,mp-1101258,496.0,3.84,-0.293,"An interface between AlAgO2 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.84 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.293,-1.2275826699650698,-1.228
mp-7581,MoSe2,2.1,5.67,Pr2TeO2,1.52,4.23,mp-16032,465.0,3.62,-0.83,"An interface between MoSe2 (Fermi level: 5.67 meV) and Pr2TeO2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.83,-0.1863295781914934,-0.1863
mp-5586,NaErO2,2.27,5.67,VS2,2.05,4.23,mp-1013526,204.0,4.32,10200.0,"An interface between NaErO2 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.32 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",10200.0,9.230142999272362,9.23
mp-997042,TlCuO2,1.52,5.67,TiSe2,2.0,4.23,mp-2194,300.0,3.52,-1.02,"An interface between TlCuO2 (Fermi level: 5.67 meV) and TiSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.52 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.02,0.0198026272961797,0.0198
mp-973396,KBeO3,2.75,5.67,NbSe2,2.2,4.23,mp-10228,435.0,4.95,-0.928,"An interface between KBeO3 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.928,-0.0747235461959364,-0.07472
mp-626778,NaHO,2.27,5.67,ReS2,1.8,4.23,mp-572758,36.0,4.07,-3.48,"An interface between NaHO (Fermi level: 5.67 meV) and ReS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.07 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.48,1.247032293786383,1.247
mp-540540,PaBr3O,1.85,5.67,MoS2,2.1,4.23,mp-1434,415.0,3.95,-4.3,"An interface between PaBr3O (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.3,1.4586150226995167,1.459
mp-18601,DyMn2O5,2.05,5.67,Te2W,0.0,4.23,mp-1023926,393.0,2.05,-3.83,"An interface between DyMn2O5 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.83,1.3428648031925547,1.343
mp-7664,Na6ZnO4,2.27,5.67,TiS2,2.0,4.23,mp-1077021,492.0,4.27,-3.24,"An interface between Na6ZnO4 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.27 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.24,1.175573329804238,1.176
mp-755197,V2O3F,2.05,5.67,Te2Pd,1.63,4.23,mp-782,399.0,3.68,-3.44,"An interface between V2O3F (Fermi level: 5.67 meV) and Te2Pd (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.68 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.44,1.235471471385307,1.235
mp-1222717,LaTi2O6,2.0,5.67,NbS2,2.2,4.23,mp-1008860,330.0,4.2,-0.818,"An interface between LaTi2O6 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.818,-0.20089294237939,-0.2009
mp-5503,ErTaO4,1.52,5.67,ZrS2,2.25,4.23,mp-1186,90.0,3.77,-0.445,"An interface between ErTaO4 (Fermi level: 5.67 meV) and ZrS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.77 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.445,-0.8096809968158968,-0.8097
mp-13870,TaSe2,1.9,5.67,FePtO2,2.0,4.23,mp-867719,458.0,3.9,-0.641,"An interface between TaSe2 (Fermi level: 5.67 meV) and FePtO2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.641,-0.444725822061467,-0.4447
mp-780216,Li5Fe3O8,2.0,5.67,WS2,1.8,4.23,mvc-7053,260.0,3.8,-1.63,"An interface between Li5Fe3O8 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.63,0.4885800148186709,0.4886
mp-1183287,BaAuO3,1.52,5.67,TaTe2,0.0,4.23,mp-1967,411.0,1.52,-6.74,"An interface between BaAuO3 (Fermi level: 5.67 meV) and TaTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 1.52 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",6.74,1.908059924924216,1.908
mp-867636,CrCo3O8,2.05,5.67,Te2Mo,2.1,4.23,mp-1030319,324.0,4.15,-1.51,"An interface between CrCo3O8 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.51,0.412109650826833,0.4121
mp-1104833,Cr(ClO2)2,2.05,5.67,VS2,2.05,4.23,mp-1178763,285.0,4.1,-0.495,"An interface between Cr(ClO2)2 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.495,-0.7031975164134467,-0.7032
mp-540284,CuPO4,1.8,5.67,ReS2,1.8,4.23,mp-1232344,210.0,3.6,-2.61,"An interface between CuPO4 (Fermi level: 5.67 meV) and ReS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.6 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.61,0.959350221334602,0.9594
mp-1206996,La3AlO,1.84,5.67,MoS2,2.1,4.23,mp-2815,212.0,3.94,-3.16,"An interface between La3AlO (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.94 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.16,1.1505720275988207,1.151
mp-22693,Te2W,0.0,5.67,Be2Si2O5,2.1,4.23,mp-1183429,291.0,2.1,-0.637,"An interface between Te2W (Fermi level: 5.67 meV) and Be2Si2O5 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.637,-0.4509856234099736,-0.451
mp-5163,LaRhO3,1.52,5.67,TaSe2,1.9,4.23,mp-501,292.0,3.42,-3.16,"An interface between LaRhO3 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.42 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.16,1.1505720275988207,1.151
mvc-10218,MgSb4O9,1.73,5.67,MoS2,2.1,4.23,mp-1023939,364.0,3.83,-10.1,"An interface between MgSb4O9 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.83 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",10.1,2.312535423847214,2.313
mp-776320,CuAsO3,1.85,5.67,Te2Mo,2.1,4.23,mp-1030319,480.0,3.95,-0.985,"An interface between CuAsO3 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.985,-0.0151136378100481,-0.01511
mp-769173,PrOF,1.52,5.67,TaS2,1.8,4.23,mp-1411,243.0,3.32,-2.28,"An interface between PrOF (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.32 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.28,0.8241754429663494,0.8242
mp-752755,NaSbO3,2.27,5.67,MoS2,2.1,4.23,mvc-7052,418.0,4.37,-0.727,"An interface between NaSbO3 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.37 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.727,-0.3188288014486177,-0.3188
mp-760115,V3(OF)4,2.05,5.67,TaSe2,1.9,4.23,mp-13870,295.0,3.95,-4.41,"An interface between V3(OF)4 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.41,1.483874689458755,1.484
mp-771703,LaAlO3,1.84,5.67,NbTe2,2.2,4.23,mp-11675,414.0,4.04,-1.86,"An interface between LaAlO3 (Fermi level: 5.67 meV) and NbTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.04 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.86,0.62057648772511,0.6206
mp-32120,Mo3(PO4)4,2.1,5.67,PtS2,1.8,4.23,mp-762,412.0,3.9,-1.22,"An interface between Mo3(PO4)4 (Fermi level: 5.67 meV) and PtS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.22,0.1988508587451651,0.1989
mp-1106253,CdCl2O,1.75,5.67,VS2,2.05,4.23,mp-1178763,361.0,3.8,-0.142,"An interface between CdCl2O (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.142,-1.9519282213808764,-1.952
mp-560358,Zr2P2O9,2.25,5.67,MoS2,2.1,4.23,mp-1027525,172.0,4.35,-1830.0,"An interface between Zr2P2O9 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.35 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1830.0,7.512071245835466,7.512
mp-1178161,HoCuO2,1.52,5.67,NbS2,2.2,4.23,mp-774873,14.0,3.72,-0.315,"An interface between HoCuO2 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.315,-1.155182640156504,-1.155
mp-4344,HoTaO4,1.52,5.67,NbSe2,2.2,4.23,mp-7597,483.0,3.72,-0.871,"An interface between HoTaO4 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.871,-0.1381133021296342,-0.1381
mp-772744,Tm2P4O13,1.8,5.67,NbSe2,2.2,4.23,mp-568347,86.0,4.0,-0.2,"An interface between Tm2P4O13 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.2,-1.6094379124341005,-1.609
mp-756050,TaCuO3,1.52,5.67,NbS2,2.2,4.23,mp-2648,420.0,3.72,-3.74,"An interface between TaCuO3 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.74,1.3190856114264409,1.319
mp-2908,Al2ZnO4,1.84,5.67,WS2,1.8,4.23,mp-1028441,286.0,3.64,-1.86,"An interface between Al2ZnO4 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.64 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.86,0.62057648772511,0.6206
mp-28433,RbClO4,3.03,5.67,NbSe2,2.2,4.23,mp-7007,219.0,5.23,-0.524,"An interface between RbClO4 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 5.23 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.524,-0.6462635946610948,-0.6463
mp-1104833,Cr(ClO2)2,2.05,5.67,Te2Mo,2.1,4.23,mp-1030319,276.0,4.15,-3.27,"An interface between Cr(ClO2)2 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.27,1.184789984909162,1.185
mp-1023934,MoSe2,2.1,5.67,SrNdO3,2.49,4.23,mp-1101333,179.0,4.59,-1.25,"An interface between MoSe2 (Fermi level: 5.67 meV) and SrNdO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.59 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.25,0.2231435513142097,0.2231
mp-4344,HoTaO4,1.52,5.67,Te2Mo,2.1,4.23,mp-1023938,444.0,3.62,-0.647,"An interface between HoTaO4 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.647,-0.4354089844812364,-0.4354
mp-675942,AgClO2,1.75,5.67,PtSe2,1.9,4.23,mp-1115,336.0,3.65,1830.0,"An interface between AgClO2 (Fermi level: 5.67 meV) and PtSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.65 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1830.0,7.512071245835466,7.512
mp-769173,PrOF,1.52,5.67,NbS2,2.2,4.23,mp-1072712,444.0,3.72,-0.537,"An interface between PrOF (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.537,-0.6217571844732723,-0.6218
mp-772744,Tm2P4O13,1.8,5.67,Te2W,0.0,4.23,mp-22693,62.0,1.8,-4.85,"An interface between Tm2P4O13 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 1.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.85,1.5789787049493915,1.579
mp-625230,Zn(HO)2,1.52,5.67,TiS2,2.0,4.23,mp-1077263,138.0,3.52,-1.58,"An interface between Zn(HO)2 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.52 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.58,0.4574248470388755,0.4574
mp-560444,Cs2V4O9,2.05,5.67,MoS2,2.1,4.23,mp-558544,318.0,4.15,-3.23,"An interface between Cs2V4O9 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.23,1.172482137234565,1.172
mp-755792,LuGaO3,1.87,5.67,ZrS2,2.25,4.23,mp-1186,223.0,4.12,-0.563,"An interface between LuGaO3 (Fermi level: 5.67 meV) and ZrS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.12 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.563,-0.5744756508424468,-0.5745
mp-18780,K2WO4,2.75,5.67,TaS2,1.8,4.23,mp-1690,318.0,4.55,-4.44,"An interface between K2WO4 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.55 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.44,1.4906543764441336,1.491
mp-554074,NbS2,2.2,5.67,In(FeO2)2,2.0,4.23,mp-20693,344.0,4.2,-4.35,"An interface between NbS2 (Fermi level: 5.67 meV) and In(FeO2)2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.35,1.4701758451005926,1.47
mp-3594,Gd3GaO6,1.87,5.67,Te2W,0.0,4.23,mp-22693,376.0,1.87,-5.23,"An interface between Gd3GaO6 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 1.87 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",5.23,1.6544112780768316,1.654
mp-2648,NbS2,2.2,5.67,Pd2PbO4,1.63,4.23,mp-1103838,312.0,3.83,-6.05,"An interface between NbS2 (Fermi level: 5.67 meV) and Pd2PbO4 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.83 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",6.05,1.80005827204275,1.8
mp-765584,Sb(PO3)4,1.8,5.67,Te2Mo,2.1,4.23,mp-1030319,376.0,3.9,3380.0,"An interface between Sb(PO3)4 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3380.0,8.125630988477065,8.126
mp-755606,TiCrO3,2.05,5.67,TaSe2,1.9,4.23,mp-567724,348.0,3.95,-1.47,"An interface between TiCrO3 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.47,0.3852624007906449,0.3853
mp-1182310,Ca(SO5)2,2.31,5.67,NbS2,2.2,4.23,mp-10033,63.0,4.51,-4.01,"An interface between Ca(SO5)2 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.51 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.01,1.3887912413184778,1.389
mp-29047,Tl3VO4,2.05,5.67,PdSe2,1.9,4.23,mp-2418,20.0,3.95,-0.858,"An interface between Tl3VO4 (Fermi level: 5.67 meV) and PdSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.858,-0.1531511794941747,-0.1532
mp-762,PtS2,1.8,5.67,MnSnO3,2.05,4.23,mp-20569,210.0,3.85,-1.47,"An interface between PtS2 (Fermi level: 5.67 meV) and MnSnO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.47,0.3852624007906449,0.3853
mp-1023925,WS2,1.8,5.67,P3RuO9,1.8,4.23,mp-558870,306.0,3.6,1920.0,"An interface between WS2 (Fermi level: 5.67 meV) and P3RuO9 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.6 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1920.0,7.560080465021827,7.56
mp-1017465,BaVO3,2.05,5.67,MoS2,2.1,4.23,mp-1238797,290.0,4.15,-0.508,"An interface between BaVO3 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.508,-0.6772738314036552,-0.6773
